character_id,zh_cn,id_id
new_char_x,我要不还是回沙漠去吧…,"Ah, sepertinya sudah waktunya aku pulang ke padang pasir ...."
new_char_x,呃，所以说，枣椰究竟惹了何方神圣呀？除了赛诺…,"Sebentar, tahan dulu ... jadi ada apa dengan Ajilenakh Nut? JANGAN dijawab pakai garingan lagi, cukup!"
new_char_x,哈哈哈，枣椰的事情先放一边，我先介绍一下，这位是捷勒，缄默之殿的成员。,"Hahaha, nanti kita bahas. Tapi sebelum itu, perkenalan dulu! Dia Djer, anggota Temple of Silence."
new_char_x,捷勒，你应该认得{NICKNAME}吧？,"Dan kamu pasti sudah tahu siapa itu {NICKNAME}, iya kan, Djer?"
new_char_x,是，「决斗之仪」的参与者，也是拯救过须弥的英雄，我当然知道。,Tentu saja. Mana bisa aku lupa sama kontestan yang maju di Ritual Duel sekaligus pahlawan yang menyelamatkan Sumeru?
new_char_x,嗯，现在这位英雄正准备加入调查，请你说下自己的经历吧。,"Keren. Boleh jelaskan kejadian yang menimpamu, Djer? Pahlawan kita yang gagah perkasa ini akan membantu menyelidiki."
new_char_x,欸？我加入了吗？,Lah? Kapan aku bilang gitu?
new_char_x,嗨，来都来了。,"Loh, kan sudah ada di sini? Tanggung, kenapa enggak sekalian saja?"
new_char_x,而且我敢打赌，你听完之后，一定也会好奇事情真相的。,Setidaknya dengar dulu deh. Kamu juga pasti panas ingin ungkap misteri ini setelah dengar duduk perkaranya.
new_char_x,是这样的，就在不久之前，我前往沙漠考察，在返程途中不小心陷入了一处流沙。,"Yah, beberapa waktu lalu aku lagi ada tugas di padang pasir, lalu tak sengaja kena pasir hisap."
new_char_x,现在想想，那应该不是普通的流沙，因为深陷其中的我并没有遇难，而是落入了一处从未见过的遗迹。,"Setelahnya, aku sadar kalau itu bukan pasir hisap biasa. Karena alih-alih tenggelam, aku malah jatuh ke reruntuhan yang belum pernah ditemukan."
new_char_x,大概是因为我在陷入其中时，手脚慌乱摆动，不小心动到了一些不该碰的东西。,"Posisinya aku lagi terjebak di pasir kan, jadi ya panik, tangan kaki bergerak menyambar semua yang bisa dipegang. Saat itulah, aku menyentuh sesuatu yang tidak seharusnya disentuh ...."
new_char_x,以至于就在那短短一瞬，我的头脑中涌进了海量的信息。,"Karena pada saat itu, tiba-tiba ada aliran informasi yang luar biasa banyak menerobos masuk ke pikiranku."
new_char_x,应该称它们为知识吗？我不知道，因为大脑在那种情况下已经失去了处理信息的能力。,"Dan rasanya ini tidak bisa dibilang asupan ""pengetahuan"" biasa ya, karena kapasitas otakku sampai tidak kuat menampung semuanya, apalagi memprosesnya.."
new_char_x,打个比方的话，就像你试图把成千上万颗枣椰塞进一个小水袋里又不许这个水袋爆开。,"Kalau diumpamakan, mungkin seperti ... mencoba memasukkan seribu Ajilenakh Nut ke kantong air kecil, tapi berharap supaya kantongnya tidak meletus."
new_char_x,抱歉抱歉，又在说枣椰的事情了…,"Maaf, aku bingung jelasinnya gimana, jadi terpaksa pakai Ajilenakh Nut lagi untuk kiasannya ...."
new_char_x,没事，反正接下来也快到枣椰的地方了。,"Santai, toh kita sebentar lagi sampai ke bagian itu juga kan."
new_char_x,唉，说的也是。,"*huff* Iya, benar."
new_char_x,总之，就在我感觉自己马上就要疯掉时，我脑海中所有繁杂的念头都被一句话替代了——,"Nah, waktu aku sudah hampir gila karena otak kebanjiran informasi, ada satu kalimat yang menembus badai pikiran di kepalaku ...."
new_char_x,他说：「不要吃枣椰。」,"Suara seorang pria yang berkata: ""jangan makan Ajilenakh Nut""."
new_char_x,啊？,Hah?
new_char_x,…啊？,Lah?
new_char_x,我知道难以置信，但就是这样，我被「不要吃枣椰」救了。,"Sulit dipercaya memang, tapi seperti itulah kejadiannya. Aku tertolong karena kalimat ""jangan makan Ajilenakh Nut""."
new_char_x,你说「他说」…,"Suara ""pria"", katamu?"
new_char_x,「他」又是谁？,Siapa? Tahu tidak?
new_char_x,不清楚。,Entahlah.
new_char_x,依稀记得是个男人的声音…但后来也不确定了，因为就连我自己也开始重复念叨这句话。,Aku bahkan tidak bisa yakin betul kalau suaranya memang suara laki-laki. Susah sekali untuk mengingatnya karena aku sendiri terus-menerus mengulangi kalimat itu.
new_char_x,好处是，脑袋里那种快要被压力冲垮的感觉没有了。,"Nah, kabar baiknya, sekarang kepalaku sudah tidak serasa mau pecah lagi."
new_char_x,但坏消息是，接下来两三天里，我的脑子里就只有「不要吃枣椰」这句话。,"Kabar buruknya, kalimat itu terus menempel di kepalaku selama beberapa hari terakhir ini."
new_char_x,就这么一直重复吗？那岂不是越说越想吃了？,"Wah, tapi bukannya itu justru falsafah terbalik ya? Semakin dibilang ""jangan"" kan, orang malah semakin ingin coba ...."
new_char_x,哎，你也这么认为，对吧！,"Iya, betul sekali itu!"
new_char_x,真不知道枣椰到底怎么他了…,"Siapa pun yang bersuara waktu itu, aku tidak tahu sebenarnya dia punya masalah apa sama Ajilenakh Nut ...."
new_char_x,总要允许世界上有人不爱吃甜食吧。,Dunia ini luas. Pastinya ada dong orang yang tidak suka manis.
new_char_x,也对。而且啊，我现在觉得，那个跟我说话的，可能不是人，是猫。,"Iya sih. Tapi anehnya ... sekarang aku jadi mikir kalau suara itu bukan milik seorang pria, tapi seekor kucing."
new_char_x,猫？哪来的猫？,Kucing? Gimana?
new_char_x,是啊，我也想问，哪来的猫呢，在那种荒芜的遗迹里？,"Memang itu kan, pertanyaannya? Gimana ceritanya ada kucing keliaran di reruntuhan kayak gitu?"
new_char_x,但情况就是，我在脑浆仿佛都摇匀了的状态下，听到了为我指路的猫叫声。,"Waktu pikiranku sudah nyaris hancur, aku berani sumpah kalau ada suara kucing yang menuntunku ke pintu keluar."
new_char_x,而等我再次清醒的时候，就看到赛索斯在荒无人烟的沙漠里，拼命摇我的肩膀。,"Tapi waktu sadar, yang kelihatan di depan mata cuma padang pasir biasa saja. Dan Sethos, yang lagi panik mencoba membangunkan aku."
new_char_x,老实说，他当时的状态还挺恐怖的。眼睛都不眨地盯着我，跟我说「不要吃枣椰」…噗。,"Iya, baiklah. Aku memang panik, karena cukup nakutin loh keadaannya. Pandangan kosong, mulut terus meracau soal Ajilenakh Nut ...."
new_char_x,我看你完全不觉得恐怖吧！,"Dari cerita barusan, kayaknya enggak ada takut-takutnya ah."
new_char_x,抱歉抱歉，不是不关心同伴的状态，只是这句话实在太唐突、太荒谬了。,"Maaf, bukan gitu maksudnya. Aku peduli, banget, tapi ... pikir deh, gimana caranya jelasin adegan ""meracau soal Ajilenakh Nut"" biar jadi nyeremin?"
new_char_x,如果把它换成莱依拉的那句，那的确会更可怕一点。,"Nah, di sisi lain, kata-kata yang keluar dari mulut Layla ... itu baru nakutin. Asli."
new_char_x,是关于「几个月亮」的问题吗？,Maksudnya soal bulan itu?
new_char_x,是啊。恐惧总是来源于未知，我们很了解枣椰，但对漆黑夜空上悬挂的月亮就不是那么了解了。,"Iya. Kita merasa takut karena kita tidak tahu. Ajilenakh Nut bukan sesuatu yang asing, tapi bulan yang melayang di langit itu ... yah, apa coba namanya kalau bukan asing?"
new_char_x,也、也不好说吧？万一枣椰里面也有一个世界，那枣椰皮里面没准也挂着个月亮呢。,"Ya-Yah, kita juga belum tahu pasti kan! Siapa tahu di dalam Ajilenakh Nut ada dunianya sendiri, yang punya bulan sendiri juga!"
new_char_x,嘶…好像也有道理啊。,Hmm ... bisa ya.
new_char_x,不要小看枣椰哦。,Jangan anggap remeh Ajilenakh Nut ....
new_char_x,对对对，我承认，你在我面前维护住了枣椰的尊严。,"Iya, iya, tentunya! Mustahil aku menghina-hina Ajilenakh Nut yang sakti mandraguna. Tidak ada itu ...."
new_char_x,唔…所以，也就是说，莱依拉的情况和捷勒类似吗？,"Hmm, jadi Layla juga terlibat kejadian serupa?"
new_char_x,嗯，我觉得是。,Aku curiganya begitu.
new_char_x,当时为了抓紧时间救治捷勒，我只好先在事发处做了个简单的标记，以便之后再来考察。,"Aku takut Djer kenapa-kenapa, jadi aku langsung bawa dia pergi setelah ketemu. Tapi aku ingat untuk menandai lokasinya, biar gampang kalau perlu balik lagi dan menyelidiki."
new_char_x,而就在捷勒情况稳定后，我们再次来到那个地方时——,"Setelah kondisi Djer stabil, kami langsung balik lagi ke TKP, dan ...."
new_char_x,你们发现了陷入同样困境的莱依拉。,"Di sana kamu menemukan Layla, yang sedang dalam kondisi sama juga."
new_char_x,你说对了。,Tepat.
new_char_x,在同样的地方先后出现症状类似的受害者，我们只能推测那个地方有大问题。,"Lebih dari satu korban dengan gejala yang sama, di lokasi yang sama ... jelas sekali ada sesuatu yang tidak beres di sana."
new_char_x,在带走莱依拉后，我已经叫缄默之殿的人在事发处做了警示牌，并派人巡逻看管。,"Jadi setelah kami angkut Layla keluar dari sana, aku minta orang-orang di Temple of Silence untuk menempelkan papan peringatan bahaya di lokasi, dan atur patroli untuk mengawasi area sekitar sana."
new_char_x,事不过三。你来之前我正好在跟赛诺和提纳里商量，等莱依拉小姐精神稳定后，我们应当去一趟那个地方，好好调查此事。,"Aku, Cyno, dan Tighnari sudah berencana ke sana untuk menyelidiki setelah kondisi Nona Layla stabil ... dan seperti biasa, kamu datang di saat yang tepat!"
new_char_x,确实应该多叫些帮手。,"Yah, kedengarannya memang kalian perlu tenaga tambahan sih."
new_char_x,是啊，而且，我想叫上他俩的原因其实还有一个。,Jelas. Tapi ada satu hal lain yang bikin aku memutuskan untuk melibatkan Cyno dan Tighnari.
new_char_x,捷勒，你是不是忘了什么？,"Karena ceritanya tidak selesai sampai di situ. Benar, Djer?"
new_char_x,刚才说到哪了来着，被枣椰打断了…哦对，说到猫了。,"Hm? Oh, iya. Sampai mana tadi? Jangan makan Ajilenakh Nut, lalu ... ah, iya. Kucing."
new_char_x,伴随着猫叫声，我隐约还记得那个叫我不要吃枣椰的声音嘟囔着：「原来还有这么多图莱杜拉的人啊…」,"Sambil mengikuti suara kucing, suara yang ngomong soal Ajilenakh Nut itu ngomong sesuatu yang lain lagi: ""Jadi masih ada orang Tulaytullah yang selamat dan bertahan ...."""
new_char_x,真奇怪，难道是在说我吗？,Aneh kan? Aku juga pikir aneh sekalli. Karena ... yang dimaksud suara itu siapa? Aku?
new_char_x,哈哈，我祖辈的记录不太多，还真不清楚自己的血脉是不是来自那里。,"Haha, riwayat garis keturunanku tidak jelas, jadi aku pun tidak tahu apa iya keluargaku ada kaitannya dengan tempat itu atau tidak."
new_char_x,图莱杜拉…,Tulaytullah ....
new_char_x,嗯，你果然还记得，我们「缄默之殿」的发源地。,Betul. Tempat asal Temple of Silence.
new_char_x,提纳里是图莱杜拉的后人，与赛诺和我息息相关的赫曼努比斯则是图莱杜拉的建立者之一。,"Dan juga, kampung leluhur kaumnya Tighnari. Sosok Hermanubis, yang punya hubungan dengan Cyno dan aku, adalah salah satu pendirinya."
